Experiment,Site,Date,Sample,Name,X_lab,Indel_stringent,Indel,Reads_low_phred,Reads_no_nmer,Reads_passing,Total_indel_stringent,Total_indel
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_F2_Z-OT2_1_ZSCAN2g1_ON_S115_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_OT2d1s_1, + + + - 1s,17.53878964,17.57742474,9865,3420,64708,11349,11374
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_F2_Z-OT2_2_ZSCAN2g1_ON_S116_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_OT2d1s_2, + + + - 1s,17.42984024,17.48880576,9293,2939,54269,9459,9491
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_F2_Z-OT2_3_ZSCAN2g1_ON_S117_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_OT2d1s_3, + + + - 1s,16.73680713,16.77556897,10605,3814,72236,12090,12118
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_F2_Z-OT2_F-OT1_1_ZSCAN2g1_ON_S121_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_OT1d1_OT2d1s_1, + + + 1 1s,24.12608371,24.19772219,11573,4039,68399,16502,16551
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_F2_Z-OT2_F-OT1_2_ZSCAN2g1_ON_S122_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_OT1d1_OT2d1s_2, + + + 1 1s,24.44319933,24.48989121,9297,3148,64251,15705,15735
4,ZSCAN2g1 ON,11.15.17,NP_17115_FZ_Z1_F2_Z-OT2_F-OT1_3_ZSCAN2g1_ON_S123_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_OT1d1_OT2d1s_3, + + + 1 1s,23.52161194,23.55852038,11876,3716,73154,17207,17234
4,ZSCAN2g1 ON,11.15.17,NP_17115_NT_1_ZSCAN2g1_ON_S130_R1_001.fastqwtf-difflib_indels.csv,NT_1, - - - - -,0,0.00299931,9438,2668,66682,0,2
4,ZSCAN2g1 ON,11.15.17,NP_17115_NT_2_ZSCAN2g1_ON_S131_R1_001.fastqwtf-difflib_indels.csv,NT_2, - - - - -,0.001161305,0.003483916,12243,3303,86110,1,3
4,ZSCAN2g1 ON,11.15.17,NP_17115_NT_3_ZSCAN2g1_ON_S132_R1_001.fastqwtf-difflib_indels.csv,NT_3, - - - - -,0,0,8093,2872,52988,0,0
4,FANCFg2 OT1,11.15.17,NP_17115_FZ_F2_GFP_1_FANCFg2_OT1_S842_pear.fastq.assembled.fastqwtf-difflib_indels.csv,FANCFg2_GFP_1, + + - - -,19.46284592,19.46837789,17,3805,72307,14073,14077
4,FANCFg2 OT1,11.15.17,NP_17115_FZ_F2_GFP_2_FANCFg2_OT1_S843_pear.fastq.assembled.fastqwtf-difflib_indels.csv,FANCFg2_GFP_2, + + - - -,19.04344897,19.05018525,4,945,29690,5654,5656
4,FANCFg2 OT1,11.15.17,NP_17115_FZ_F2_GFP_3_FANCFg2_OT1_S844_pear.fastq.assembled.fastqwtf-difflib_indels.csv,FANCFg2_GFP_3, + + - - -,18.71375689,18.73599924,6,1948,62943,11779,11793
4,FANCFg2 OT1,11.15.17,NP_17115_FZ_Z1_GFP_1_FANCFg2_OT1_S839_pear.fastq.assembled.fastqwtf-difflib_indels.csv,ZSCAN2g1_GFP_1, + - + - -,0.010376404,0.011673455,12,3045,77098,8,9
4,FANCFg2 OT1,11.15.17,NP_17115_FZ_Z1_GFP_2_FANCFg2_OT1_S840_pear.fastq.assembled.fastqwtf-difflib_indels.csv,ZSCAN2g1_GFP_2, + - + - -,0.0130813,0.016351625,1,959,30578,4,5
4,FANCFg2 OT1,11.15.17,NP_17115_FZ_Z1_GFP_3_FANCFg2_OT1_S841_pear.fastq.assembled.fastqwtf-difflib_indels.csv,ZSCAN2g1_GFP_3, + - + - -,0.026087655,0.034114625,6,1623,49832,13,17
4,FANCFg2 OT1,11.15.17,NP_17115_FZ_Z1_F2_GFP_1_FANCFg2_OT1_S845_pear.fastq.assembled.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_GFP_1, + + + - -,13.18674106,13.19330489,31,189654,30470,4018,4020
4,FANCFg2 OT1,11.15.17,NP_17115_FZ_Z1_F2_GFP_2_FANCFg2_OT1_S846_pear.fastq.assembled.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_GFP_2, + + + - -,13.61127662,13.61441249,8,2196,63778,8681,8683
4,FANCFg2 OT1,11.15.17,NP_17115_FZ_Z1_F2_GFP_3_FANCFg2_OT1_S847_pear.fastq.assembled.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_GFP_3, + + + - -,14.209957,14.21259531,4,1850,37903,5386,5387
4,FANCFg2 OT1,11.15.17,NP_17115_FZ_F2_F-OT1_1_FANCFg2_OT1_S857_pear.fastq.assembled.fastqwtf-difflib_indels.csv,FANCFg2_OT1d1_1, + + - 1 -,0.389143151,0.401380357,7,1473,40859,159,164
4,FANCFg2 OT1,11.15.17,NP_17115_FZ_F2_F-OT1_2_FANCFg2_OT1_S858_pear.fastq.assembled.fastqwtf-difflib_indels.csv,FANCFg2_OT1d1_2, + + - 1 -,0.463141644,0.463141644,2,779,7773,36,36
